comment,Comment to English,Emoji to text,prediction,max_sentiment_label,max_sentiment_value
4.13 wht the hell was that??🤣😂🤣,4.13 wht the hell was that??🤣😂🤣,4.13 wht the hell was that??rolling on the floor laughingface with tears of joyrolling on the floor laughing,"{'neg': 0.274, 'neu': 0.599, 'pos': 0.128, 'compound': -0.5661}",neu,0.599
"5:25 This looks like ""Shinkansen"" means bullet train platform in Japan 😗 6:49 same to same 👌👌","5:25 This looks like ""Shinkansen"" means bullet train platform in Japan 😗 6:49 same to same 👌👌","5:25 This looks like ""Shinkansen"" means bullet train platform in Japan kissing face 6:49 same to same OK handOK hand","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9068}",compound,0.9068
৫০ লাখে শূন্য কয়টা লাগে জানেনতো..!!!,You know how much it takes to zero .. !!!,You know how much it takes to zero .. !!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
৫৩ হাজার কোটি টাকা থেকে বাজেট বেড়ে ১ লাখ কোটি টাকা যাবে হে এই টায় আমাদের দেশ আফসোস 😔😔,"The budget will increase from Tk 1,000 crore to Tk 1 lakh crore. Our country is sorry.","The budget will increase from Tk 1,000 crore to Tk 1 lakh crore. Our country is sorry.","{'neg': 0.07, 'neu': 0.806, 'pos': 0.124, 'compound': 0.25}",neu,0.806
57 replies,57 replies,57 replies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
6 month matro ato tuku kaj korese. 3 bosorer modhe kivabe puro kaj complete korbe?. Totally impossible. Haire Durniti.,6 months matro ato tuku kaj korese. 3 Bosorer modhe kivabe puro kaj complete korbe?. Totally impossible. Haire durniti.,6 months matro ato tuku kaj korese. 3 Bosorer modhe kivabe puro kaj complete korbe?. Totally impossible. Haire durniti.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
৬মাস পর এস্ক্রাব হয় যবে। বিমান বন্দর এর পুর্ব পাশ্বে ওভার ব্রজ এর লিপটা জনগনের জন্য ছিলো। কিন্তু সেটা আজ অকেজো হয়ে পড়ে আছে।  বাংলাদেশের রেলওয়ে  স্টে শান  গুলা আধুনিক করা হয়েছিলো। কিন্তু তার কি অবস্থা সেটা সবার জানা।,"After 6 months, the ascrub will be. The lip of over Braj was for the public on the eastern side of the airport. But today it is unclear. Shan Gula was modernized in Bangladesh Railway Station. But everyone knows what his condition is.","After 6 months, the ascrub will be. The lip of over Braj was for the public on the eastern side of the airport. But today it is unclear. Shan Gula was modernized in Bangladesh Railway Station. But everyone knows what his condition is.","{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.3612}",neu,0.944
7:04 😂😂😂😂😂😂😂😂😂,7:04 😂😂😂😂😂😂😂😂😂,7:04 face with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joy,"{'neg': 0.35, 'neu': 0.573, 'pos': 0.078, 'compound': -0.8074}",neu,0.573
70 মিটার 😮,70 meters 😮,70 meters face with open mouth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
৭৮৬/ অনেক ধন্যবাদ বাংলাদেশ 🇧🇩 সরকার কে বাংলাদেশ জিন্দাবাদ।👍 হবিগঞ্জ জিন্দাবাদ 🇧🇩👍🇸🇦,1/ Many thanks to Bangladesh 1 Sarkar Bangladesh Zindabad.,1/ Many thanks to Bangladesh 1 Sarkar Bangladesh Zindabad.,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",neu,0.734
8:37 Hey - give the rickshaw and CNG drivers some love too!,8:37 Hey - give the rickshaw and CNG drivers some love too!,8:37 Hey - give the rickshaw and CNG drivers some love too!,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.6696}",neu,0.71
A beautifully built japanese system but I see the Bangladeshi influence has started. Pretty soon the station manager will allow hawkers to ply their trade on the platform. People will start spitting paan on the platform,A beautifully built japanese system but I see the Bangladeshi influence has started. Pretty soon the station manager will allow hawkers to ply their trade on the platform. People will start spitting paan on the platform,A beautifully built japanese system but I see the Bangladeshi influence has started. Pretty soon the station manager will allow hawkers to ply their trade on the platform. People will start spitting paan on the platform,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.8402}",compound,0.8402
A very nice experience of Dhaka city new metro from you. It can be said that a new feather has been added to the city. Which will definately changed the picture of city life.,A very nice experience of Dhaka city new metro from you. It can be said that a new feather has been added to the city. Which will definately changed the picture of city life.,A very nice experience of Dhaka city new metro from you. It can be said that a new feather has been added to the city. Which will definately changed the picture of city life.,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.4754}",neu,0.914
Abar jabo komolapur to uttara 🎉🎉🎉,Abar jabo komolapur to uttara 🎉🎉🎉,Abar jabo komolapur to uttara party popperparty popperparty popper,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",neu,0.748
After watching your videos I can sense that you guys have good hearts. Thanks for visiting our country.,After watching your videos I can sense that you guys have good hearts. Thanks for visiting our country.,After watching your videos I can sense that you guys have good hearts. Thanks for visiting our country.,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.8779}",compound,0.8779
Agargaon last station tahole?,Agargaon Last Station Tahole?,Agargaon Last Station Tahole?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Agargaon toilet situation is very poor and Boishakhi is also charging obviously too much without repairing it,Agargaon toilet situation is very poor and Boishakhi is also charging obviously too much without repairing it,Agargaon toilet situation is very poor and Boishakhi is also charging obviously too much without repairing it,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5256}",neu,0.825
Agiye jak bangladesh,Agiye Jak Bangladesh,Agiye Jak Bangladesh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Ai metro r acceleration ebong acceleration sound ta onek ta amader india r EMU r moto,Ai Metro R Acceleration Ebong Acceleration Sound Ta Onek Ta Amader India R Emu R Moto,Ai Metro R Acceleration Ebong Acceleration Sound Ta Onek Ta Amader India R Emu R Moto,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Akta gario lane menay chalay na. Rastar daitto ama k de. Dek kivabe pith er chal tuli traffic law breaker der,Akta Gario Lane Menay Chalay Na. Rastar daitto ama k de. Dek kivabe pith er chal tuli traffic law breaker der,Akta Gario Lane Menay Chalay Na. Rastar daitto ama k de. Dek kivabe pith er chal tuli traffic law breaker der,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Alhamdolilallah masaallah insaallah January 2nd wk we plan to stay dhaka to ride metro rail. We love Bangladesh Tourism we promote our Bangladesh 🇧🇩 ❤️ Bangladesh. Mohiuddin afzal journalist London director uk news bangla media London Working for community healthy lifestyle campaign anti smoking Campaign also social Work for community,Alhamdolilallah masaallah insaallah January 2nd wk we plan to stay dhaka to ride metro rail. We love Bangladesh Tourism we promote our Bangladesh 🇧🇩 ❤️ Bangladesh. Mohiuddin afzal journalist London director uk news bangla media London Working for community healthy lifestyle campaign anti smoking Campaign also social Work for community,Alhamdolilallah masaallah insaallah January 2nd wk we plan to stay dhaka to ride metro rail. We love Bangladesh Tourism we promote our Bangladesh flag: Bangladesh red heart Bangladesh. Mohiuddin afzal journalist London director uk news bangla media London Working for community healthy lifestyle campaign anti smoking Campaign also social Work for community,"{'neg': 0.037, 'neu': 0.746, 'pos': 0.217, 'compound': 0.9081}",compound,0.9081
Alhamdulillah,Thank God,Thank God,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",pos,1.0
Alhamdulillah masaallah alhamdulillah Jajakalla Khairan shaikh Hasina government,Alhamdulilah Massaallah Alhamdulilah Jajakalla Khairan Shaikh Hasina Goovernment,Alhamdulilah Massaallah Alhamdulilah Jajakalla Khairan Shaikh Hasina Goovernment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Alhamdulillah. Mohan Allah Pak unar nikot Shukria R Prodhanmontri Sheikh Hasina keo Dhonnobad.,Alhamdulillah. Mohan allah pak unar nikot shukria r prodhanmontri sheikh hasina keo dhonnobad.,Alhamdulillah. Mohan allah pak unar nikot shukria r prodhanmontri sheikh hasina keo dhonnobad.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Alhamdulillah... Thank You PM Sheikh Hasina....Please destroy the Business sindicate of Daily Foods also,Alhamdulillah... Thank You PM Sheikh Hasina....Please destroy the Business sindicate of Daily Foods also,Alhamdulillah... Thank You PM Sheikh Hasina....Please destroy the Business sindicate of Daily Foods also,"{'neg': 0.194, 'neu': 0.667, 'pos': 0.139, 'compound': -0.25}",neu,0.667
Alhamdullah khub sundor hobe,Alhamdullah khub sundor hobe,Alhamdullah khub sundor hobe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Alhamdullilah,Alhamdullilah,Alhamdullilah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Alhumdulillaah,Alhumdulilaah,Alhumdulilaah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Alhumdulillah,Alhumdulilah,Alhumdulilah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
All credit Our PM sheikh hasina,All credit Our PM sheikh hasina,All credit Our PM sheikh hasina,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.3818}",neu,0.658
All the best 👍,All the best 👍,All the best thumbs up,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",compound,0.6369
All the best Bangladesh wishes from india,All the best Bangladesh wishes from india,All the best Bangladesh wishes from india,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",compound,0.7003
All the old bus stations & including Kamalapur railway station must be demolished & built outskirts of the city to reduce traffic congestion. Every cities in developed world its bus stations built outside the city,All the old bus stations & including Kamalapur railway station must be demolished & built outskirts of the city to reduce traffic congestion. Every cities in developed world its bus stations built outside the city,All the old bus stations & including Kamalapur railway station must be demolished & built outskirts of the city to reduce traffic congestion. Every cities in developed world its bus stations built outside the city,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Allah o Akbar ...must be written on the train...,Allah o Akbar ...must be written on the train...,Allah o Akbar ...must be written on the train...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Allahamdulliah ✌️,Allegululliah ✌️,Allegululliah victory hand,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",pos,0.615
Allahr Kase onk sukriya,Allahr kase onk sukriya,Allahr kase onk sukriya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Although I am a little concerned about the crowd taking the metro. In India the metro isn’t this crowded anywhere.,Although I am a little concerned about the crowd taking the metro. In India the metro isn’t this crowded anywhere.,Although I am a little concerned about the crowd taking the metro. In India the metro isn’t this crowded anywhere.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Always welcome to Bangladesh. We love India and Indians. This is how we would like to express our invite.,Always welcome to Bangladesh. We love India and Indians. This is how we would like to express our invite.,Always welcome to Bangladesh. We love India and Indians. This is how we would like to express our invite.,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.8834}",compound,0.8834
Amadr k metroraile Dewar jnno,Amadr k metroraile dewar jnno,Amadr k metroraile dewar jnno,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Amar Chokh,Amar chokh,Amar chokh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Amar kisu problem solve hoise 😊😊😊,Amar kisu problem solve hoise 😊😊😊,Amar kisu problem solve hoise smiling face with smiling eyessmiling face with smiling eyessmiling face with smiling eyes,"{'neg': 0.095, 'neu': 0.421, 'pos': 0.484, 'compound': 0.8779}",compound,0.8779
Amazing people amazing country 🇦🇷💙🇧🇩,Amazing people amazing country 🇦🇷💙🇧🇩,Amazing people amazing country flag: Argentinablue heartflag: Bangladesh,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.8225}",compound,0.8225
Amazing that it has happened in our country.,Amazing that it has happened in our country.,Amazing that it has happened in our country.,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5859}",neu,0.648
Americar moto 1monther or 1weeker card korbay  jatay reguler  card kattay na hoy.,Americar Moto 1monther or 1weeker card korbay jatay reguler card kattay na hoy.,Americar Moto 1monther or 1weeker card korbay jatay reguler card kattay na hoy.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Ami kolkatai corechi,Ami kolkatai corechi,Ami kolkatai corechi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
And dhaka city r vitore kono dur pallar bus dhuka shompurno nished kore deoa uchit,And dhaka city r Vitore kono dur pallar Bus dhuka shompurno nished kore deoa uchit,And dhaka city r Vitore kono dur pallar Bus dhuka shompurno nished kore deoa uchit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
and thank you very much for make video dhaka metro 🚇 🙏,and thank you very much for make video dhaka metro 🚇 🙏,and thank you very much for make video dhaka metro metro folded hands,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",neu,0.828
And then 3 more. If things go according to plan,And then 3 more. If things go according to plan,And then 3 more. If things go according to plan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
And very strong security system.,And very strong security system.,And very strong security system.,"{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.7408}",compound,0.7408
Apnader picnic sesh hoile boilen,Apnader picnic sesh hoile boilen,Apnader picnic sesh hoile boilen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
Apnar onk kotha bolen,Apnar onk kotha bolen,Apnar onk kotha bolen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,1.0
apni khobor bolchen naki voy dekhaccen😂😂😂,apni khobor bolchen naki voy dekhaccen😂😂😂,apni khobor bolchen naki voy dekhaccenface with tears of joyface with tears of joyface with tears of joy,"{'neg': 0.243, 'neu': 0.596, 'pos': 0.162, 'compound': 0.0258}",neu,0.596
ARE you folks retuning to Dhaka ?? Good for you folks we remember you folks from your last visit to Bangladesh. Beautiful Couple.,ARE you folks retuning to Dhaka ?? Good for you folks we remember you folks from your last visit to Bangladesh. Beautiful Couple.,ARE you folks retuning to Dhaka ?? Good for you folks we remember you folks from your last visit to Bangladesh. Beautiful Couple.,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7998}",compound,0.7998
Arouu 10 bosor lagbe sesh korte 😢😢 2033 lege jabe kaj sesh korte,Arouu 10 bosor lagbe sesh korte 😢😢 2033 Lege jabe kaj sesh korte,Arouu 10 bosor lagbe sesh korte crying facecrying face 2033 Lege jabe kaj sesh korte,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.4767}",neu,0.819
As a Bangladeshi I thank Japan for their support on this project,As a Bangladeshi I thank Japan for their support on this project,As a Bangladeshi I thank Japan for their support on this project,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.6369}",neu,0.658
As a Bangladesi I thank you guys from the deepest corner of my heart for visiting our country. You two are so friendly and cute that I fell in love with your videos at once❤. I hope you pay a visit to Bangladesh again and I'm sure you'll find it even more enjoyable than your last visit.If you can please,As a Bangladesi I thank you guys from the deepest corner of my heart for visiting our country. You two are so friendly and cute that I fell in love with your videos at once❤. I hope you pay a visit to Bangladesh again and I'm sure you'll find it even more enjoyable than your last visit.If you can please,As a Bangladesi I thank you guys from the deepest corner of my heart for visiting our country. You two are so friendly and cute that I fell in love with your videos at oncered heart. I hope you pay a visit to Bangladesh again and I'm sure you'll find it even more enjoyable than your last visit.If you can please,"{'neg': 0.017, 'neu': 0.591, 'pos': 0.392, 'compound': 0.9858}",compound,0.9858
